author,text
Poe,      This one consisted in a forehead so unusually and hideously
Dickens,"station or fortune I might possess at your feet, and if you still"
Dickens,"“No,” replied the woman; “if he”—she pointed to Monks—“has been coward"
Dickens,has been the—the—somehow the cause of all this. It’s worth the money to
Poe,"      childhood, and the solemn dignity of a God. He at length went on"
Dickens,prisoners fell back to render him more visible to the people who were
Dickens,made away with himself. What do you think?” said Chitling.
Dickens,Mr. Grimwig disappeared with the two old women: “I hope that this
Dickens,snarling with their teeth and making at him; I can see the blood upon
Poe,      no necessity for discharging ballast to remedy the increase of
Poe,      our kingdom—at a single draught—and upon your bended knees—ye
Poe,"      a petrified forest, near the head of Pasigno river. It consists"
Dickens,"that time fast asleep. There was dinner prepared, and there were"
Poe,"      extreme, although the wind had hauled round a point more to the"
Dickens,"chimney-piece, and lighting it, with such a trembling hand that the"
Poe,"      now, at sundown, we are holding our course due west, principally"
Poe,      qualities and nature—of those inestimable treasures of the
Dickens,place of his birth. There existed proofs—proofs long suppressed—of his
Dickens,determination to level all fancied barriers between yourself and me;
Poe,      SMITHERTON. “You are all mad—every one of you. I am as positive
Dickens,"you, he hurried off to where he heard this,” replied the doctor, “and"
Dickens,"“It’s all a lie together,” replied Fagin. “I haven’t one—not one.”"
Poe,"      Well, then, you shall be married precisely—_precisely_, now"
Dickens,"with too much work. After some consideration, he went into business as"
Poe,"      Heaven, that I would never bind myself in marriage to any"
Poe,      a vignette manner; much in the style of the favorite heads of
Dickens,"some men were seated, and they called to him to share in their"
Dickens,"such unspeakable anguish, not only from the eyes, but, too often, and"
Poe,"      manifold and multiform armorial trophies, together with an"
Poe,"      become completely fixed in a hot crucible, and not a drop"
Poe,      idées!_—ah here was the idiotic thought that destroyed me! _Des
Poe,"      too, in the impossibility of my getting rid of it while the"
Poe,"      Both of you gone just one year. A very strange coincidence,"
Poe,"      unaltered, in quantity or amount, for six months, an equal"
Poe,      former position. The cause of my deep agitation being thus shut
Dickens,instant; and then sent up cry upon cry that penetrated even those
Dickens,"continued to mutter, without appearing conscious of their presence"
Dickens,well—even at the cost of some pain and fear—that he should see him
Dickens,"“I wish,” said Toby turning to Mr. Chitling, “that you had picked out"
Poe,"      elevation the sky appears nearly black, and the stars are"
Poe,"      pollen so as to throw it upon the stigma, as the flower stands"
Poe,      (*9) The _Myrmeleon_—lion-ant. The term “monster” is equally
Dickens,"whom all evil passions, vice, and profligacy, festered, till they found"
Poe,"      (*1) An incident, similar in outline to the one here imagined,"
Dickens,"spikes before him, and wondering how the head of one had been broken"
Poe,"      by ourselves, and especially by our two men, who, now under the"
Poe,      anything is impossible hereafter?”
Poe,      different interests became absorbed in their single
Dickens,"“The same reasons which influenced me then, will influence me now,”"
Poe,      and fro about the floor.
Dickens,"The dog wagged his tail, but moved not. Sikes made a running noose and"
Dickens,"informing Mr. Losberne, in strict confidence afterwards, that he"
Poe,      overboard;—the captain and mates must have perished as they
Poe,"      visibly and palpably before me; long, narrow, and excessively"
Poe,"      more. It has veered, however, very considerably to the north; and"
Poe,      fumes of intoxication. This gentleman was clothed from head to
Poe,      “Ah!—precisely?”
Dickens,the doors and windows that he knew quite well—there was nearly
Poe,      sea.
Poe,"      the once jetty hair fell partially over it, and overshadowed the"
Poe,      From the dim regions beyond the mountains at the upper end of our
Poe,"      company half started to their feet, and uttered the same rapid"
Poe,"      properly so called, but a dull and sullen glow without"
Dickens,"and even at this distance of time brings back to me, an old man, the"
Poe,"      forenoon by way of ballast, and not to mention the various ales"
Poe,"      little remained to do, save one brush upon the mouth and one tint"
Poe,      means likely to be soon verified. For five entire days and
Dickens,"“The papers,” said Fagin, drawing Oliver towards him, “are in a canvas"
Poe,      long line of low beach. My notice was soon afterwards attracted
Dickens,"none could ever give her back. She was, at that time, within a few"
Dickens,"have him yet, for the scouts are out, and by to-morrow night there’ll"
Poe,      sister of my mother long departed. Eleonora was the name of my
Poe,      and in some the worm-holes eaten under the bark are readily
Dickens,on whom the warmest affections and tenderest cares of a well-spent
Poe,"      entrance, rather than permit me, in my desperately wounded"
Poe,"      through the medium of my distempered vision, a refracted and"
Poe,"      no scruple of setting at naught, but the letter was a bond"
Poe,      the light that peered at noon-day into the centre of the valley.
Poe,"      feat after all. _Omne ignotum pro magnifico. Mem:_ at 25,000 feet"
Poe,"      ashes and sand, coming from a volcano in the island of St."
Poe,"      sail in the very teeth of that supernatural sea, and of that"
Poe,"      excitation, “ugh! ugh! ugh!—ugh! ugh! ugh!—ugh! ugh! ugh!—I was"
Dickens,"pressure of the expected crowd, when Mr. Brownlow and Oliver appeared"
Dickens,"flung him in, bolted it, and turned the key. “Is the downstairs door"
Dickens,yielded the faintest clue by which his friends or relatives could be
Poe,"      your share of the cargo, why rather than raise a squall I would"
Dickens,"surrounded by a firmament, all bright with gleaming eyes."
Dickens,"ground than his own height, and had his knife ready in his hand to cut"
Poe,"      “Come off, you scoundrel!—what do you mean by that?—Better wait"
Dickens,"resolved to drown him, and walked on, looking about for a pond: picking"
Dickens,"“Press on, press on,” cried Fagin. “Softly, but not so slow. Faster,"
Dickens,"having a contented disposition, and a good purpose, succeeded in the"
Poe,      mists of a second night were now gathering around—and still I sat
Poe,"      of glee. And evil was the hour when she saw, and loved, and"
Dickens,her the life and joy of the fire-side circle and the lively summer
Poe,"      repetition, ceased to convey any idea whatever to the mind; to"
Poe,"      or less of Black Strap, it was a trifle to a tight sea-boat like"
Poe,"      velocity of our descent into some watery hell, where the air grew"
Poe,"      I know to-morrow’s Sunday, because-”"
Dickens,glean nothing from their faces; they might as well have been of stone.
Poe,"      concussions in the balloon, accompanied with the apparent rapid"
Poe,"      gentleman floated off in his coffin—and the victorious Legs,"
Dickens,"hidden in London, wholly unknown, even by name, to the great mass of"
Poe,      with the rheum of years; and their gray hairs streamed terribly
Poe,      somewhat impatient of its confinement it brushes backwards and
Dickens,"stooping down to examine the animal, who lay panting on the floor."
Poe,      the most appalling hell of water which it can enter into the mind
Dickens,"“Here,” said the turnkey, laying his hand upon his breast to keep him"
Poe,      intelligence—whether much that is glorious—whether all that is
